seas,24,sea,NNS
fifth,61,fifth,JJ|NN|RB
cattle,153,cattle,NNS|NN
creeping,29,creep,VBG|JJ
thing,542,thing,NN
beast,181,beast,NN
creepeth,14,creepeth,NN
us,1452,us,PRP
make,1012,make,VB|NN|VBP
man,2721,man,NN|JJ|VB|UH
our,1141,our,PRP$
image,101,image,NN|VB
likeness,34,likeness,NN
have,3847,have,VBP|JJ|NN|VB|VBN
dominion,61,dominion,NN
fish,36,fish,NN|RB|VB|NNS
sea,400,sea,NN|VB|VBP
air,39,air,NN|VB|VBN|VBP
all,5444,all,DT|RB|DT|DT|RB|RB|PDT
So,622,So,RB|NNP|CC|IN|UH
own,596,own,JJ|VBN|VBP|VB
him,6649,him,PRP
male,45,male,JJ|JJ|NN|NN
female,24,female,JJ|NN
replenish,2,replenish,VB
subdue,8,subdue,VB
Behold,596,Behold,VB
I,8854,I,^
given,499,give,VBN|VBN|JJ|JJ
you,2668,you,PRP|VBP|RP
bearing,22,bearing,VBG|JJ|NN
shall,9762,shall,MD
meat,290,meat,NN
wherein,152,wherein,WRB|RB
green,41,green,JJ|NN|VB
had,2025,have,VBD|VBN
behold,730,behold,VB
very,258,very,RB|JJ
sixth,47,sixth,JJ|RB
Thus,448,Thus,RB
heavens,133,heaven,NNS|UH
finished,42,finish,VBD|JJ|VB|VBN
host,192,host,NN|VB
on,1980,on,IN|NNP|RBR|JJ|RB|RP
seventh,120,seventh,JJ
ended,21,end,VBD|JJ|VB|VBN
work,464,work,NN|VB|VBP
rested,21,rest,VBD|VBN
sanctified,62,sanctify,JJ
because,1007,because,IN|RB
These,226,These,DT
are,2932,be,VBP|NNP
generations,120,generation,NNS
when,2486,when,WRB|IN
they,6972,they,PRP
LORD,6649,LORD,NN
plant,42,plant,NN|VBP|VB
field,291,field,NN|JJ|VB|VBP
before,1776,before,IN|RB|RP
grew,28,grow,VBD|VBN
not,6572,not,RB
caused,94,cause,VBN|VBD
rain,102,rain,NN|VB
till,161,till,IN|VB
ground,192,ground,NN|JJ|VB|VBD|VBN
But,1558,But,CC|NNP|IN
went,1399,go,VBD|VBN
up,2375,up,IN|JJ|IN|RB|RB|RP|VB|NNP|RBR
mist,3,mist,NN
watered,11,water,VBN|VBD
whole,250,whole,JJ|NN|RP
formed,33,form,VBN|VBD|JJ
dust,108,dust,NN|VB|VBP
breathed,4,breathe,VBD|VBN
into,2014,into,IN|RP
nostrils,15,nostril,NNS
breath,42,breath,NN|VB
became,106,become,VBD
soul,458,soul,NN
planted,39,plant,VBN|JJ|VBD
garden,52,garden,NN|VB
eastward,39,eastward,RB
Eden,20,Eden,NN
put,881,put,VB|JJ|NN|VBP|VB|VBD|VBN|VBP
whom,731,whom,WP
out,2752,out,IN|JJ|NN|RB|RP
grow,38,grow,VB|VBP
pleasant,56,pleasant,JJ
sight,333,sight,NN|VB
food,55,food,NN
knowledge,171,knowledge,NN
evil,610,evil,JJ|NN
river,179,river,NN
water,396,water,NN|VB|JJ
thence,145,thence,RB
parted,12,part,VBD|VBN|JJ
four,326,four,NN
heads,110,head,NNS|VBZ
name,959,name,NN|VB|UH|VBP
Pison,1,Pison,NN
compasseth,5,compasseth,NN
Havilah,7,Havilah,NN
where,332,where,WRB
gold,417,gold,NN|JJ
bdellium,2,bdellium,NN
onyx,10,onyx,NN
stone,192,stone,NN|RB|VB
Gihon,6,Gihon,NN
same,333,same,JJ
Ethiopia,20,Ethiopia,NN
Hiddekel,2,Hiddekel,NN
goeth,135,goeth,NN
toward,346,toward,IN
east,157,east,JJ|NN|RB
Assyria,118,Assyria,NN
Euphrates,21,Euphrate,NN
took,749,take,VBD
dress,9,dress,NN|VBP|VB
keep,343,keep,VB|NN|VBP
commanded,443,command,VBD|VBN
Of,182,Of,IN|NNP
thou,4890,thou,PRP
mayest,114,may,NN
freely,21,freely,RB
eat,649,eat,VB|VBP
shalt,1613,shall,VB
eatest,3,eat,NN
thereof,906,thereof,RB
surely,196,surely,RB
die,321,die,VB|VBP|FW|NN
It,240,It,PRP|NNP
should,770,should,MD
alone,109,alone,RB|JJ
will,3813,will,MD|VBP|NN|RB|VB
an,1677,a,DT|CC|JJ|NNP
help,124,help,VB|NN|VBP
meet,133,meet,VB|VBP|NN
Adam,31,Adam,NN
see,559,see,VB|UH|VBP
what,651,what,WP|WDT|WP|IN
would,443,would,MD
call,179,call,VB|JJ|NN|VBP
gave,465,give,VBD
names,97,name,NNS|VBZ
but,2438,but,CC|IN|JJ|RB
found,405,found,VBD|VBN|VB
sleep,80,sleep,VB|NN|VBP
fall,249,fall,NN|VBP|VB
slept,49,slept,VBD|VBN
ribs,2,rib,NNS
closed,11,close,VBD|VBN|VBD|VBN|JJ|NN|VB|VBN|JJ
flesh,420,flesh,NN|VB
instead,36,instead,RB
rib,5,rib,NN
taken,338,take,VBN|VBG
woman,355,woman,NN|VB
her,1977,her,PRP$|PRP|PRP$R
now,713,now,RB|JJ|NN|UH
bone,19,bone,NN
my,4135,my,PRP$|UH|PRP|JJ
bones,99,bone,NNS
she,929,she,PRP
Woman,9,Woman,NNP|NN
Man,14,Man,NN|UH|NNP
Therefore,435,Therefore,RB|CC
leave,112,leave,VB|NN|VBP
father,854,father,NN|VB
mother,319,mother,NN|VB
cleave,30,cleave,VB
wife,407,wife,NN
both,354,both,NN
naked,45,naked,JJ
ashamed,122,ashamed,JJ
Now,643,Now,RB|NNP
serpent,40,serpent,NN
more,686,more,JJR|RBR|NN|JJ|JJR|RBR|NN|RB|RP|RBR|JJR|RBR
subtil,3,subtil,NN
than,484,than,IN|RB|IN|RB|RBR
any,945,any,DT|RB
Yea,105,Yea,NN
Ye,282,Ye,NNP
We,202,We,PRP|NNP|NN
trees,157,tree,NNS
neither,776,neither,DT|NN|RB|CC
ye,3701,ye,PRP|SYM|NN
touch,44,touch,NN|RB|VB|VBP
lest,209,lest,IN
For,1745,For,IN|CC|NNP
doth,185,doth,VBZ
know,730,know,VB|NN|VBP
then,795,then,RB|IN|JJ
your,1771,your,PRP$|PRP|VBP
eyes,502,eye,NNS
opened,137,open,VBD|VBN
as,3271,as,IN|NNP|JJ|RB
gods,242,god,NNS
knowing,37,knowing,VBG|JJ|NN
desired,50,desire,VBN|VBD|JJ
wise,246,wise,JJ
did,977,do,VBD
husband,126,husband,NN
knew,169,know,VBD
sewed,2,sew,VBD|VBN
fig,41,fig,NN
leaves,19,leave,VBZ|JJ|NNS
themselves,409,themselves,PRP
aprons,2,apron,NNS
heard,641,heard,VBN|VBD
voice,505,voice,NN|VBP|VB
walking,30,walking,VBG|VBG|NN|JJ|NN
cool,2,cool,JJ|NN|RB|VB|VBP
hid,129,hide,VBD|VBN
presence,116,presence,NN
amongst,2,amongst,IN
Where,72,Where,WRB|NNP
art,444,art,NN|VBP
thy,4451,thy,JJ|PRP$|PRP
afraid,193,afraid,JJ
myself,118,myself,PRP
Who,278,Who,WP|NNP|PRP
told,281,told,VBD|VBN
thee,3827,you,PRP
wast,66,wast,NN
Hast,34,Hast,NN
eaten,105,eat,VBN
whereof,69,whereof,RB|WRB
shouldest,71,should,NN
gavest,33,gave,NN
me,4094,me,PRP|FW
What,335,What,WP|NNP|PDT|WDT
hast,1036,hast,VBP
done,565,do,VBN|JJ|RB|VBD
beguiled,5,beguile,VBN
Because,203,Because,IN|RB
cursed,43,curse,VBD|VBN
belly,49,belly,NN|RB
go,1257,go,VB|JJ|NN|RP|VBP
enmity,8,enmity,NN
between,232,between,IN|RB
bruise,8,bruise,NN|VB
head,363,head,NN|JJ|RB|VB|VBP
heel,6,heel,NN
Unto,54,Unto,NN
greatly,86,greatly,RB
sorrow,69,sorrow,NN
conception,3,conception,NN
children,1815,child,NNS
desire,110,desire,NN|VBP|VB
hearkened,81,hearken,NN
Thou,584,Thou,PRP
sake,145,sake,NN|FW
Thorns,2,Thorn,NN
thistles,3,thistle,NNS
sweat,3,sweat,NN|VBD|VBP|VB
bread,359,bread,NN
return,246,return,NN|VBP|JJ|VB
s,1796,s,PRP|NN
Eve,4,Eve,NN
coats,14,coat,NNS
skins,24,skin,NNS
clothed,73,clothe,VBN
become,135,become,VB|VBD|VBN|VBP
hand,1466,hand,NN|RB|VB|VBP|JJ
take,715,take,VB|NN|VBP
live,244,live,VB|RB|VBP|JJ
ever,475,ever,RB|RBR|RP
sent,685,sent,VBD|VBN
whence,59,whence,WRB
drove,12,drove,VBD|NN
placed,14,place,VBN|VBD
Cherubims,1,Cherubim,NN
flaming,9,flaming,JJ|VBG
sword,422,sword,NN
turned,287,turn,VBD|VBN
way,666,way,NN|RB
conceived,46,conceive,VBN|VBD|JJ
bare,185,bare,JJ|VB
Cain,20,Cain,NNP
gotten,25,get,VBN
again,629,again,RB
brother,399,brother,NN
Abel,16,Abel,NN
keeper,21,keeper,NN
sheep,188,sheep,NN|NNS
tiller,1,tiller,NN
process,5,process,NN|VBP|VB
time,623,time,NN|VB
came,2091,come,VBD
pass,822,pass,VB|VBP|NN
offering,724,offering,NN|VBG
firstlings,6,firstling,NN
flock,111,flock,NN|VB|VBP
fat,130,fat,JJ|NN
respect,33,respect,NN|VBP|VB
wroth,49,wroth,NN
countenance,53,countenance,NN|VB
fell,243,fell,VBD|JJ|NN|VBN
Why,142,Why,WRB|NNP|UH
why,140,why,WRB
fallen,79,fall,VBN|JJ
If,499,If,IN
doest,43,do,NN
well,253,well,RB|VBP|JJ|NN|VB|UH
accepted,31,accept,VBN|VBN|JJ|VBD|JJ
if,1115,if,IN
sin,441,sin,NN|VBP|VB
lieth,59,lieth,NN
door,190,door,NN|RB
talked,42,talk,VBD|VBN
rose,131,rose,VBD|VBP|JJ|NN
against,1658,against,IN
slew,196,sly,NN
Am,14,be,NNP|VBP
blood,447,blood,NN
crieth,17,crieth,NN
mouth,423,mouth,NN
receive,173,receive,VB|VBP
When,349,When,WRB|NNP
tillest,1,till,NN
henceforth,31,henceforth,RB
yield,30,yield,VB|VBP|JJ|NN
strength,240,strength,NN
fugitive,2,fugitive,JJ|NN
vagabond,3,vagabond,NN
My,233,My,PRP$|NN|NNP
punishment,27,punishment,NN
can,223,can,MD|NN|VB
bear,214,bear,VB|NN|VBP
driven,49,drive,VBN|JJ
come,1850,come,VB|VBD|VBN|VBP|VBZ|JJ
findeth,27,findeth,NN
slay,110,slay,NN
whosoever,132,whosoever,WP
slayeth,5,slayeth,NN
vengeance,43,vengeance,NN
sevenfold,6,sevenfold,RB
mark,26,mark,NN|VBP|VB
finding,10,finding,VBG|NN
kill,125,kill,VB|VBP|NN
dwelt,226,dwelt,VBD
Nod,1,Nod,NNP
Enoch,12,Enoch,NN
builded,50,build,NN
city,868,city,NN
son,2107,son,NN
born,158,born,VBN
Irad,2,Irad,NN
begat,225,beget,VBD
Mehujael,2,Mehujael,NN
Methusael,2,Methusael,NN
Lamech,12,Lamech,NN
wives,131,wife,NNS
Adah,8,Adah,NN
other,477,other,JJ|NN
Zillah,3,Zillah,NN
Jabal,1,Jabal,NN
such,250,such,JJ|PDT|DT
dwell,337,dwell,VBP|VB
tents,66,tent,NNS
Jubal,1,Jubal,NN
handle,11,handle,VB|NN|VBP
harp,30,harp,NN|VB
organ,3,organ,NN
Tubalcain,2,Tubalcain,NN
instructer,1,instruct,NN
artificer,2,artificer,NN
brass,126,brass,NN|JJ
iron,98,iron,NN|VB
sister,116,sister,NN|JJ
Naamah,5,Naamah,NN
Hear,110,Hear,VB
hearken,123,hearken,NN
speech,49,speech,NN
slain,183,slay,VBN
wounding,1,wound,VBG
young,298,young,JJ|NN|NNS
hurt,62,hurt,VBN|JJ|NN|VB|VBD|VBP
avenged,16,avenge,NN
truly,32,truly,RB
seventy,60,seventy,NN
Seth,8,Seth,NN
appointed,126,appoint,VBN|JJ|VBD
another,450,another,DT|JJ|NN
Enos,7,Eno,NN
began,179,begin,VBD
men,1657,man,NNS
book,188,book,NN|VB
Male,1,Male,JJ|NN|NNP
lived,58,live,VBD|VBN|VB
hundred,590,hundred,NN
thirty,171,thirty,NN
begotten,24,beget,VBN
eight,80,eight,NN
sons,1094,son,NNS
daughters,251,daughter,NNS
nine,50,nine,NN
died,200,die,VBD|VBN
five,342,five,NN
seven,448,seven,NN
twelve,186,twelve,NN
ninety,24,ninety,NN
Cainan,7,Cainan,NN
fifteen,23,fifteen,NN
Mahalaleel,7,Mahalaleel,NN
forty,153,forty,NN
ten,247,ten,NN
sixty,15,sixty,NN
Jared,6,Jare,NN
Methuselah,6,Methuselah,NN
walked,122,walk,VBD|VBN
three,477,three,NN
eighty,3,eighty,NN
Noah,53,Noah,NN
comfort,62,comfort,NN|VB
concerning,228,concern,VBG
toil,4,toil,VBP|NN|VB
hands,462,hand,NNS|VBZ
old,382,old,JJ
Shem,17,Shem,NN
Ham,17,Ham,NN
Japheth,11,Japheth,NN
That,335,That,DT|NNP|PDT|IN|RB|WP|WDT
fair,52,fair,JJ|NN|RB
chose,29,choose,VBD
spirit,337,spirit,NN
always,60,always,RB
strive,20,strive,VB|VBP
yet,564,yet,RB|CC
twenty,292,twenty,NN
There,214,There,EX|NN|RB|UH
giants,13,giant,NNS
those,446,those,DT
mighty,283,mighty,JJ|RB
renown,7,renown,NN|VB
wickedness,125,wickedness,NN
imagination,14,imagination,NN
thoughts,57,thought,NNS
heart,833,heart,NN|RB|VB
only,222,only,RB|IN|JJ
continually,81,continually,RB
repented,32,repent,NN
grieved,40,grieve,VBN
destroy,255,destroy,VB|VBP
fowls,55,fowl,NN
repenteth,5,repenteth,NN
grace,146,grace,NN|VB|VBP
just,90,just,RB|JJ|RP
perfect,99,perfect,JJ
corrupt,33,corrupt,JJ|VB
filled,159,fill,VBN|JJ|VBD
violence,55,violence,NN
looked,143,look,VBD|VBN
corrupted,14,corrupt,VBN
end,307,end,NN|VBP|JJ|RB|VB
through,452,through,IN|JJ|RB|RP
Make,47,Make,VB|VBP|NN|NNP
ark,230,ark,NN
gopher,1,gopher,NN
wood,140,wood,NN
rooms,7,room,NNS
pitch,19,pitch,NN|JJ|VB|VBP
within,187,within,IN|RB
fashion,13,fashion,NN|VB
length,76,length,NN
cubits,213,cubit,NN
breadth,89,breadth,NN
fifty,155,fifty,NN
height,62,height,NN
A,234,A,DT|NNP|NNS|PRP|FW|JJ|LS|NN|NNPS|VB
window,16,window,NN
cubit,45,cubit,NN
finish,11,finish,VB|NN|VBP
side,442,side,NN|VBP|JJ|RB|VB
lower,18,lower,JJR|RBR|VBP|JJ|RB|VB
stories,5,story,NNS
even,1298,even,RB|JJ|VB|RB|JJ
do,1315,do,VBP|FW|NN|VB|NNS|VBZ
flood,43,flood,NN|VB|VBP
establish,44,establish,VB|VBP
covenant,292,covenant,NN
sort,21,sort,NN|RB|VB|VBP
alive,88,alive,JJ|RB
gather,146,gather,VB|VBP
according,762,accord,VBG
Come,122,Come,VB|VBN|VBP|NNP
house,2023,house,NN|VBP|VB
seen,277,see,VBN|VBD|JJ
righteous,235,righteous,JJ
generation,107,generation,NN
clean,133,clean,JJ|VBP|RB|VB
sevens,2,seven,NN
beasts,155,beast,NNS
cause,326,cause,NN|VB|VBG|VBP
nights,18,night,NNS
substance,50,substance,NN
off,507,off,IN|RB|IN|JJ|NN|RB|RP
six,190,six,NN
hundredth,3,hundredth,JJ
year,369,year,NN|JJ
month,250,month,NN
seventeenth,6,seventeenth,JJ
fountains,15,fountain,NNS
broken,186,broken,VBN|JJ
windows,30,window,NNS
selfsame,15,selfsame,NN
entered,107,enter,VBD|VBN
They,407,They,PRP|NNP
bird,29,bird,NN
shut,105,shut,VBN|VBD|JJ|NN|VB
increased,49,increase,VBN|JJ|VB|VBD|VBN|JJ
lift,85,lift,VB|NN|VBP
prevailed,37,prevail,VBD|VBN
exceedingly,40,exceedingly,RB
high,383,high,JJ|NN|RB|RP
hills,65,hill,NNS
covered,105,cover,VBN|JJ|VBD
Fifteen,1,Fifteen,NN
upward,61,upward,RB|JJ
prevail,29,prevail,VB|VBP
mountains,177,mountain,NNS
All,194,All,DT|RB|NNP|PDT|NNS|DT
destroyed,167,destroy,VBN|VBD|JJ
things,1164,thing,NNS
remained,53,remain,VBD|VBN
remembered,57,remember,VBD|JJ|VBN
wind,123,wind,NN|VBP|VB
asswaged,2,asswage,NN
stopped,15,stop,VBD|VBN
restrained,8,restrain,VBN|VBD|JJ
returned,184,return,VBD|VBN
abated,6,abate,VBN|VBD
Ararat,2,Ararat,NN
decreased,1,decrease,VBD|VBN
until,348,until,IN
tenth,81,tenth,JJ|NN
tops,11,top,NNS|VBZ
raven,6,raven,NN
fro,25,fro,RB
dried,39,dry,VBN|VBD|JJ
Also,104,Also,RB
dove,19,dove,NN|VBD
rest,274,rest,NN|VBP|VB|NN|RB|VB
sole,12,sole,JJ|NN
foot,95,foot,NN|VBP|JJ|VB
pulled,7,pull,VBD|VBN
stayed,31,stay,VBD|JJ|VBN
lo,117,lo,UH
olive,38,olive,JJ|NN
leaf,11,leaf,NN
pluckt,1,pluckt,NN
removed,93,remove,VBN|JJ|VBD
covering,48,covering,VBG|NN
twentieth,36,twentieth,JJ
spake,585,spake,NN
Go,235,Go,VB|NNP
Bring,47,Bring,VB
breed,2,breed,NN|VB|VBP
Every,58,Every,DT
kinds,10,kind,NNS
altar,378,altar,NN
offered,143,offer,VBN|JJ|VBD|VBN|JJ
burnt,366,burnt,VBN|JJ
offerings,265,offering,NNS
smelled,2,smell,VBD|VBN
sweet,108,sweet,JJ
savour,54,savour,NN
curse,98,curse,NN|VB
youth,70,youth,NN
smite,116,smite,NN
While,29,While,IN
remaineth,37,remaineth,NN
seedtime,1,seedtime,NN
harvest,61,harvest,NN|VB|VBP
cold,18,cold,JJ|NN
heat,32,heat,NN|VB|VBP
summer,27,summer,NN
winter,14,winter,NN
cease,66,cease,VB|VBP
fear,341,fear,NN|VB|VBP
dread,8,dread,NN|JJ
fishes,27,fish,NNS|VBZ
delivered,290,deliver,VBN|VBD
liveth,96,liveth,NN
lives,28,live,NNS|VBZ
require,30,require,VB|VBP
Whoso,30,Whoso,NN
sheddeth,2,sheddeth,NN
shed,51,shed,VB|VBD|VBN|VBP|NN
therein,229,therein,RB
cut,317,cut,VB|VBD|VBN|VBP|JJ|NN
token,14,token,JJ|NN
perpetual,28,perpetual,JJ
bow,94,bow,NN|VB|VBP
cloud,107,cloud,NN|VB|VBP
remember,101,remember,VB|VBP
look,137,look,VB|NN|VBP
everlasting,97,everlasting,JJ|NN
established,74,establish,VBN|JJ|VBD
Canaan,91,Canaan,NN
overspread,1,overspread,NN
husbandman,7,husbandman,NN
vineyard,69,vineyard,NN
drank,19,drink,VBD
wine,230,wine,NN|JJ
drunken,33,drunken,JJ
uncovered,17,uncover,VBN|VBD|JJ
tent,98,tent,NN
nakedness,57,nakedness,NN
brethren,552,brethren,NNS
garment,86,garment,NN
laid,279,laid,VBN|VBD
shoulders,20,shoulder,NNS
backward,18,backward,RB|JJ
faces,73,face,VBZ|NNS
awoke,8,awake,VBD
younger,31,young,JJR
Cursed,29,Curse,VBN
servant,498,servant,NN
servants,476,servant,NNS
Blessed,120,Bless,NNP|VBN
enlarge,9,enlarge,VB
these,1002,these,DT
Gomer,6,Gomer,NN
Magog,5,Magog,NN
Madai,2,Madai,NN
Javan,7,Javan,NN
Tubal,8,Tubal,NN
Meshech,8,Meshech,NN
Tiras,2,Tira,NN
Ashkenaz,1,Ashkenaz,NN
Riphath,2,Riphath,NN
Togarmah,4,Togarmah,NN
Elishah,3,Elishah,NN
Tarshish,24,Tarshish,NN
Kittim,2,Kittim,NN
Dodanim,2,Dodanim,NN
By,85,By,IN|RB|NNP|UH
isles,27,isle,NN
Gentiles,129,Gentile,NN
lands,46,land,NNS|VBZ
tongue,129,tongue,NN
families,174,family,NNS
nations,336,nation,NNS
Cush,7,Cush,NN
Mizraim,4,Mizraim,NN
Phut,2,Phut,NN
Seba,4,Seba,NN
Sabtah,1,Sabtah,NN
Raamah,5,Raamah,NN
Sabtechah,1,Sabtechah,NN
Sheba,32,Sheba,NN
Dedan,11,Dedan,NN
Nimrod,4,Nimrod,NN
He,754,He,PRP|NNP
hunter,4,hunter,NN
wherefore,87,wherefore,NN
Even,96,Even,RB|JJ
kingdom,342,kingdom,NN
Babel,2,Babel,NN
Erech,1,Erech,NN
Accad,1,Accad,NN
Calneh,2,Calneh,NN
Shinar,7,Shinar,NN
Out,24,Out,IN|RB|RP|NNP
Asshur,8,Asshur,NN
Nineveh,18,Nineveh,NN
Rehoboth,4,Rehoboth,NN
Calah,2,Calah,NN
Resen,1,Resen,NN
Ludim,2,Ludim,NN
Anamim,2,Anamim,NN
Lehabim,2,Lehabim,NN
Naphtuhim,2,Naphtuhim,NN
Pathrusim,2,Pathrusim,NN
Casluhim,2,Casluhim,NN
Philistim,1,Philistim,NN
Caphtorim,1,Caphtorim,NN
Sidon,14,Sidon,NN
Heth,14,Heth,NN
Jebusite,14,Jebusite,NN
Amorite,14,Amorite,NN
Girgasite,1,Girgasite,NN
Hivite,9,Hivite,NN
Arkite,2,Arkite,NN
Sinite,2,Sinite,NN
Arvadite,2,Arvadite,NN
Zemarite,2,Zemarite,NN
Hamathite,2,Hamathite,NN
afterward,57,afterward,RB
Canaanites,55,Canaanite,NN
spread,110,spread,NN|VBD|VBN|VBP|JJ|VB
abroad,80,abroad,RB
border,158,border,NN
comest,27,com,VBP
Gerar,10,Gerar,NN
Gaza,19,Gaza,NN
goest,46,go,NN
Sodom,48,Sodom,NN
Gomorrah,19,Gomorrah,NN
Admah,5,Admah,NN
Zeboim,5,Zeboim,NN
Lasha,1,Lasha,NN
tongues,36,tongue,NNS
countries,56,country,NNS
Eber,13,Eber,NN
elder,20,elder,JJR|JJ|NN|JJ|JJR
Elam,28,Elam,NN
Arphaxad,10,Arphaxad,NN
Lud,4,Lud,NN
Aram,10,Aram,NN
Uz,7,Uz,NN
Hul,2,Hul,NN
Gether,2,Gether,NN
Mash,1,Mash,NN
Salah,6,Salah,NN
Peleg,7,Peleg,NN
